indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XO', 'value': 'Low & middle income'}",LMY,2014,26101787332747.3,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XO', 'value': 'Low & middle income'}",LMY,2013,24940261486687.7,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XO', 'value': 'Low & middle income'}",LMY,2012,23512181553245.6,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XO', 'value': 'Low & middle income'}",LMY,2011,22115543075986.5,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XO', 'value': 'Low & middle income'}",LMY,2010,18779543105772.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XM', 'value': 'Low income'}",,2023,646797730009.089,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XM', 'value': 'Low income'}",,2022,530578689814.764,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XM', 'value': 'Low income'}",,2021,466420564539.205,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XM', 'value': 'Low income'}",,2020,439782467036.046,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XM', 'value': 'Low income'}",,2019,445278364305.202,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XM', 'value': 'Low income'}",,2018,418228093932.972,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XM', 'value': 'Low income'}",,2017,401921089084.376,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XM', 'value': 'Low income'}",,2016,383741508244.759,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XM', 'value': 'Low income'}",,2015,416120726145.318,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XM', 'value': 'Low income'}",,2014,422083905892.021,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XM', 'value': 'Low income'}",,2013,394195409295.525,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XM', 'value': 'Low income'}",,2012,381701640886.411,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XM', 'value': 'Low income'}",,2011,404514516429.277,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XM', 'value': 'Low income'}",,2010,372940632041.912,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XN', 'value': 'Lower middle income'}",,2023,7384750127842.02,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XN', 'value': 'Lower middle income'}",,2022,7341102945343.33,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XN', 'value': 'Lower middle income'}",,2021,6894335373844.59,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XN', 'value': 'Lower middle income'}",,2020,6081790240107.95,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XN', 'value': 'Lower middle income'}",,2019,6278114868365.95,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XN', 'value': 'Lower middle income'}",,2018,5979736767522.21,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XN', 'value': 'Lower middle income'}",,2017,5693069209502.06,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XN', 'value': 'Lower middle income'}",,2016,5297558624291.54,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XN', 'value': 'Lower middle income'}",,2015,5083698600746.07,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XN', 'value': 'Lower middle income'}",,2014,5090396351864.47,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XN', 'value': 'Lower middle income'}",,2013,4712914034204.83,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XN', 'value': 'Lower middle income'}",,2012,4456528170120.24,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XN', 'value': 'Lower middle income'}",,2011,4217834186882.18,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XN', 'value': 'Lower middle income'}",,2010,3780034647966.09,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'ZQ', 'value': 'Middle East & North Africa'}",MEA,2023,4287684126920.02,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'ZQ', 'value': 'Middle East & North Africa'}",MEA,2022,4497116837259.17,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'ZQ', 'value': 'Middle East & North Africa'}",MEA,2021,3780277127064.96,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'ZQ', 'value': 'Middle East & North Africa'}",MEA,2020,3199081953495.53,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'ZQ', 'value': 'Middle East & North Africa'}",MEA,2019,3549945029851.94,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'ZQ', 'value': 'Middle East & North Africa'}",MEA,2018,3538057099135.22,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'ZQ', 'value': 'Middle East & North Africa'}",MEA,2017,3372000244857.37,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'ZQ', 'value': 'Middle East & North Africa'}",MEA,2016,3234258578074.41,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'ZQ', 'value': 'Middle East & North Africa'}",MEA,2015,3201010427587.39,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'ZQ', 'value': 'Middle East & North Africa'}",MEA,2014,3627618410020.68,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'ZQ', 'value': 'Middle East & North Africa'}",MEA,2013,3601732090293.32,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'ZQ', 'value': 'Middle East & North Africa'}",MEA,2012,3660136638354.7,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'ZQ', 'value': 'Middle East & North Africa'}",MEA,2011,3396706596374.72,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'ZQ', 'value': 'Middle East & North Africa'}",MEA,2010,2820272200083.83,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XQ', 'value': 'Middle East & North Africa (excluding high income)'}",MNA,2023,1646554468701.67,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XQ', 'value': 'Middle East & North Africa (excluding high income)'}",MNA,2022,1760103359907.54,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XQ', 'value': 'Middle East & North Africa (excluding high income)'}",MNA,2021,1535302141067.38,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XQ', 'value': 'Middle East & North Africa (excluding high income)'}",MNA,2020,1324364502715.09,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XQ', 'value': 'Middle East & North Africa (excluding high income)'}",MNA,2019,1433133665481.6,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XQ', 'value': 'Middle East & North Africa (excluding high income)'}",MNA,2018,1421482666869.71,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XQ', 'value': 'Middle East & North Africa (excluding high income)'}",MNA,2017,1496691802249.52,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XQ', 'value': 'Middle East & North Africa (excluding high income)'}",MNA,2016,1496714718329.85,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XQ', 'value': 'Middle East & North Africa (excluding high income)'}",MNA,2015,1460582775148.29,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XQ', 'value': 'Middle East & North Africa (excluding high income)'}",MNA,2014,1625989413800.06,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XQ', 'value': 'Middle East & North Africa (excluding high income)'}",MNA,2013,1643993969590.37,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XQ', 'value': 'Middle East & North Africa (excluding high income)'}",MNA,2012,1782893176788.21,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XQ', 'value': 'Middle East & North Africa (excluding high income)'}",MNA,2011,1654719982162.47,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XQ', 'value': 'Middle East & North Africa (excluding high income)'}",MNA,2010,1413230709820.25,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'T3', 'value': 'Middle East & North Africa (IDA & IBRD countries)'}",TMN,2023,1629170225345.52,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'T3', 'value': 'Middle East & North Africa (IDA & IBRD countries)'}",TMN,2022,1740947356984.75,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'T3', 'value': 'Middle East & North Africa (IDA & IBRD countries)'}",TMN,2021,1517193141067.38,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'T3', 'value': 'Middle East & North Africa (IDA & IBRD countries)'}",TMN,2020,1308832802715.09,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'T3', 'value': 'Middle East & North Africa (IDA & IBRD countries)'}",TMN,2019,1416000165481.6,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'T3', 'value': 'Middle East & North Africa (IDA & IBRD countries)'}",TMN,2018,1405206066869.71,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'T3', 'value': 'Middle East & North Africa (IDA & IBRD countries)'}",TMN,2017,1480563802249.52,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'T3', 'value': 'Middle East & North Africa (IDA & IBRD countries)'}",TMN,2016,1481309318329.85,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'T3', 'value': 'Middle East & North Africa (IDA & IBRD countries)'}",TMN,2015,1446610375148.29,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'T3', 'value': 'Middle East & North Africa (IDA & IBRD countries)'}",TMN,2014,1611999713800.06,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'T3', 'value': 'Middle East & North Africa (IDA & IBRD countries)'}",TMN,2013,1630478469590.37,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'T3', 'value': 'Middle East & North Africa (IDA & IBRD countries)'}",TMN,2012,1770684776788.21,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'T3', 'value': 'Middle East & North Africa (IDA & IBRD countries)'}",TMN,2011,1643533882162.47,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'T3', 'value': 'Middle East & North Africa (IDA & IBRD countries)'}",TMN,2010,1403549209820.25,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XP', 'value': 'Middle income'}",MIC,2023,36786942112904.5,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XP', 'value': 'Middle income'}",MIC,2022,35907869702102.2,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XP', 'value': 'Middle income'}",MIC,2021,34266063721746.8,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XP', 'value': 'Middle income'}",MIC,2020,29051739634677.8,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XP', 'value': 'Middle income'}",MIC,2019,29978481798259.3,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XP', 'value': 'Middle income'}",MIC,2018,29284043921765.4,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XP', 'value': 'Middle income'}",MIC,2017,27530340426178.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XP', 'value': 'Middle income'}",MIC,2016,25202592678135.5,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XP', 'value': 'Middle income'}",MIC,2015,24911694910932.1,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XP', 'value': 'Middle income'}",MIC,2014,25680744767168.3,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XP', 'value': 'Middle income'}",MIC,2013,24546674700274.3,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XP', 'value': 'Middle income'}",MIC,2012,23131481309284.9,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XP', 'value': 'Middle income'}",MIC,2011,21713900541468.3,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XP', 'value': 'Middle income'}",MIC,2010,18410290632937.1,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XU', 'value': 'North America'}",NAC,2023,29509296092073.6,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XU', 'value': 'North America'}",NAC,2022,27913419349422.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XU', 'value': 'North America'}",NAC,2021,25608789788464.2,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XU', 'value': 'North America'}",NAC,2020,22985521877000.2,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XU', 'value': 'North America'}",NAC,2019,23272543648672.5,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XU', 'value': 'North America'}",NAC,2018,22389071169783.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XU', 'value': 'North America'}",NAC,2017,21268509960244.1,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XU', 'value': 'North America'}",NAC,2016,20339807652907.4,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XU', 'value': 'North America'}",NAC,2015,19858182357217.1,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XU', 'value': 'North America'}",NAC,2014,19420301866439.9,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XU', 'value': 'North America'}",NAC,2013,18733746177835.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XU', 'value': 'North America'}",NAC,2012,18088714669521.6,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XU', 'value': 'North America'}",NAC,2011,17399371321174.5,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XU', 'value': 'North America'}",NAC,2010,16672948893486.3,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XY', 'value': 'Not classified'}",,2023,,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XY', 'value': 'Not classified'}",,2022,,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XY', 'value': 'Not classified'}",,2021,,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XY', 'value': 'Not classified'}",,2020,,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XY', 'value': 'Not classified'}",,2019,,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XY', 'value': 'Not classified'}",,2018,,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XY', 'value': 'Not classified'}",,2017,,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XY', 'value': 'Not classified'}",,2016,,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XY', 'value': 'Not classified'}",,2015,,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XY', 'value': 'Not classified'}",,2014,,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XY', 'value': 'Not classified'}",,2013,,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XY', 'value': 'Not classified'}",,2012,,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XY', 'value': 'Not classified'}",,2011,,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'XY', 'value': 'Not classified'}",,2010,,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'OE', 'value': 'OECD members'}",OED,2023,64098865773303.0,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'OE', 'value': 'OECD members'}",OED,2022,60170092967268.4,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'OE', 'value': 'OECD members'}",OED,2021,58899843230643.7,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'OE', 'value': 'OECD members'}",OED,2020,52852896615891.7,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'OE', 'value': 'OECD members'}",OED,2019,54053010452622.3,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'OE', 'value': 'OECD members'}",OED,2018,53525975116832.1,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'OE', 'value': 'OECD members'}",OED,2017,50610712929528.3,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'OE', 'value': 'OECD members'}",OED,2016,48460554255214.5,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'OE', 'value': 'OECD members'}",OED,2015,47536673280840.8,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'OE', 'value': 'OECD members'}",OED,2014,50386906873870.5,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'OE', 'value': 'OECD members'}",OED,2013,49360200440504.1,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'OE', 'value': 'OECD members'}",OED,2012,48676834813345.9,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'OE', 'value': 'OECD members'}",OED,2011,48721225418978.3,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'OE', 'value': 'OECD members'}",OED,2010,45297226688828.8,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2023,234402049500.764,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2022,223331355321.864,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2021,208006924432.84,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2020,178185121948.331,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2019,195442320173.664,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2018,193850030853.887,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2017,176977448024.04,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2016,159200150156.228,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2015,151721848514.729,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2014,167893016317.089,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2013,162812437315.906,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2012,155912881125.311,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2011,157064408558.829,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S4', 'value': 'Other small states'}",OSS,2010,138174096381.898,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2023,11232231820.2487,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2022,10316299126.576,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2021,9493809706.88294,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2020,9505064735.52033,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2019,10729092905.3643,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2018,10791457053.2083,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2017,10290482444.2108,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2016,9532201525.56813,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2015,9082590662.61225,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2014,9290027187.46434,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2013,8544636536.17937,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2012,8219726546.10348,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2011,7754564667.39194,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'S2', 'value': 'Pacific island small states'}",PSS,2010,6646636169.35048,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2023,59851800976561.2,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2022,56564201304341.5,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2021,55588775180110.5,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2020,50004904334179.6,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2019,51018795008395.9,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2018,50504305917292.4,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2017,47667106352008.1,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2016,45693398993292.1,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2015,44669765037594.5,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2014,47207349839752.1,,,0
"{'id': 'NY.GDP.MKTP.CD', 'value': 'GDP (current US$)'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,2013,46270713136341.4,,,0
